Store Street,Store City,Store State,Store Country,Latitude,Longitude,Store Id
3884 Golden Landing,San Francisco,CA,EE. UU.,37.7617569,-122.4713516,9346
4554 Indian Point,Carlsbad,CA,EE. UU.,33.0895195,-117.2552032,9348
5517 Harvest Centre,Compton,CA,EE. UU.,33.89620972,-118.1892471,9349
4741 Red Elk Trail,Hanford,CA,EE. UU.,36.33087921,-119.6439438,9361
7887 Hazy Timber Island,Union City,CA,EE. UU.,37.58462524,-122.0175552,9362
1209 Amber Extension,Tracy,CA,EE. UU.,37.72156525,-121.4348602,9375
1790 Indian Treasure Pines,San Francisco,CA,EE. UU.,37.79023361,-122.4237061,9376
3202 Lazy Maze,Sacramento,CA,EE. UU.,38.50247574,-121.4231873,9378
6502 Hazy Promenade,Bell Gardens,CA,EE. UU.,33.97483063,-118.1829376,9380
7573 Golden Treasure Centre,Fremont,CA,EE. UU.,37.55712128,-121.9916382,9381
2199 Hazy Creek Farms,Vista,CA,EE. UU.,33.23309708,-117.2240524,9382
4581 Emerald Gate Park,West Covina,CA,EE. UU.,34.06631851,-117.8853378,9383
7832 Wishing Court,Simi Valley,CA,EE. UU.,34.26791382,-118.6712112,9387
3763 Noble Prairie Heights,Riverside,CA,EE. UU.,33.92877579,-117.4478455,9390
8908 Golden Thicket,Long Beach,CA,EE. UU.,33.85414505,-118.191597,9391
381 Velvet Hickory Beach,Montebello,CA,EE. UU.,34.01502609,-118.10672,9395
404 Red Acres,Campbell,CA,EE. UU.,37.28698349,-121.9564514,9396
5407 Rustic Forest Pines,El Centro,CA,EE. UU.,32.75904083,-115.6409454,9398
8477 Fallen Promenade,Canoga Park,CA,EE. UU.,34.22432709,-118.5975876,9401
1981 Thunder Zephyr Edge,Hayward,CA,EE. UU.,37.65920639,-122.0630951,9402
263 Hazy Wharf,Livermore,CA,EE. UU.,37.68502045,-121.770401,9404
6316 Quiet Pines,Tulare,CA,EE. UU.,36.21067047,-119.4041061,9406
1870 Crystal Blossom Towers,Martinez,CA,EE. UU.,38.01199341,-122.1196899,9410
2341 Merry Nectar Centre,Walnut,CA,EE. UU.,34.0141983,-117.8547363,9413
1223 Iron Goose Bend,Lancaster,CA,EE. UU.,34.69675064,-118.1527023,9414
1490 Amber Forest Forest,Moreno Valley,CA,EE. UU.,33.94717026,-117.253624,9417
2262 Gentle Island Vista,North Hollywood,CA,EE. UU.,34.18988419,-118.3512115,9421
8651 Heather Drive,Winnetka,CA,EE. UU.,34.22723007,-118.571106,9422
7247 Gentle Beacon Byway,Corona,CA,EE. UU.,33.8950882,-117.5264206,9428
1548 Lazy Circuit,Riverside,CA,EE. UU.,33.93642426,-117.4205856,9430
2210 Cotton Spring Plaza,Alhambra,CA,EE. UU.,34.09844971,-118.1469803,9433
4868 Tawny Park,San Bernardino,CA,EE. UU.,34.17206955,-117.3517761,9443
586 Indian Rise Grounds,Corona,CA,EE. UU.,33.89199448,-117.5588837,9444
8400 Sunny Quail Lookout,Long Beach,CA,EE. UU.,33.79627991,-118.1914597,9452
6789 Round Robin By-pass,Santa Ana,CA,EE. UU.,33.76267624,-117.8080368,9463
100 Jagged Cloud Pathway,Long Beach,CA,EE. UU.,33.76839829,-118.1887589,9485
7107 Blue Rise Place,Reseda,CA,EE. UU.,34.14027405,-118.3847961,9489
5717 Shady Vista,Spring Valley,CA,EE. UU.,32.71469498,-117.003624,9497
7121 Foggy Woods,Carmichael,CA,EE. UU.,38.61355591,-121.3431702,9511
7810 Round Corners,La Puente,CA,EE. UU.,34.02830887,-117.9406891,9518
8706 Harvest Green,Encinitas,CA,EE. UU.,33.04647064,-117.2896729,9520
2638 Blue Rise Hollow,Van Nuys,CA,EE. UU.,34.19534683,-118.4487534,9530
5443 Old Timber Expressway,Oxnard,CA,EE. UU.,34.26338196,-119.1467667,9531
92 Green Woods,Bakersfield,CA,EE. UU.,35.43272018,-119.0332794,9538
6281 Round Farm,Santa Cruz,CA,EE. UU.,36.97051239,-122.0238266,9542
7947 Misty Arbor,Chula Vista,CA,EE. UU.,32.64588928,-117.0960388,9554
2924 Grand Elk Corners,Walnut,CA,EE. UU.,34.0141983,-117.8547363,9566
1964 Round Run,Lancaster,CA,EE. UU.,34.69684982,-118.095314,9570
9397 Quaking Nectar Park,Hayward,CA,EE. UU.,37.63788986,-122.0765686,9579
9543 Cinder Impasse,San Bernardino,CA,EE. UU.,34.11592865,-117.2950821,9583
1632 Honey Abbey,Fullerton,CA,EE. UU.,33.86329651,-117.9716263,9596
3412 Lazy Pony Circle,Chula Vista,CA,EE. UU.,32.64635468,-117.0613861,9598
3005 Bright Maze,Ontario,CA,EE. UU.,34.06832504,-117.6557541,9605
9668 Burning Glen,Corona,CA,EE. UU.,33.8950882,-117.5264206,9612
5486 Jagged Lake Avenue,Oxnard,CA,EE. UU.,34.17832565,-119.1630936,9613
9375 Cozy Nook,Oxnard,CA,EE. UU.,34.19825363,-119.1806412,9618
1040 Shady Horse Limits,Compton,CA,EE. UU.,33.89582443,-118.2425995,9621
376 Jagged Centre,Panorama City,CA,EE. UU.,34.22301102,-118.4487534,9632
7191 Jagged Avenue,Visalia,CA,EE. UU.,36.31933212,-119.2960815,9639
7596 Bright Pike,Lancaster,CA,EE. UU.,34.81822968,-118.5527115,9656
7381 Dusty Beacon Walk,Sunnyvale,CA,EE. UU.,39.16856766,-121.0644913,9658
9276 Dusty Isle,Pacoima,CA,EE. UU.,34.47901917,-117.3552856,9663
4388 Lazy Mountain Avenue,Chino,CA,EE. UU.,34.01172638,-117.7093964,9665
7247 Honey Prairie Field,Sunnyvale,CA,EE. UU.,37.34466934,-122.0356674,9669
8171 Indian Ramp,Oxnard,CA,EE. UU.,34.19825363,-119.1806412,9673
2387 Silver Freeway,Encinitas,CA,EE. UU.,33.04647064,-117.2896729,9674
3692 Cotton Horse Common,Sylmar,CA,EE. UU.,34.31019974,-118.4530792,9677
1491 Foggy Glade,Rowland Heights,CA,EE. UU.,34.00062561,-117.9077301,9691
7119 Umber View Mountain,Santa Ana,CA,EE. UU.,33.84053803,-118.0098038,9694
4502 Hazy Run,Ontario,CA,EE. UU.,34.07656479,-117.61409,9702
1632 Heather Wharf,Stockton,CA,EE. UU.,37.96606445,-121.3069458,9704
355 Wishing Rise Ledge,Simi Valley,CA,EE. UU.,34.26791382,-118.6712112,9712
2289 Burning Hollow,Daly City,CA,EE. UU.,37.69022751,-122.4631653,9718
1840 Fallen Lane,El Monte,CA,EE. UU.,34.20307159,-118.8479614,9723
4868 Tawny Park,Ontario,CA,EE. UU.,34.06988144,-117.5471725,9726
7628 Silent Bluff Street,Bakersfield,CA,EE. UU.,35.28753662,-119.0029526,9727
236 Harvest Diversion,Lompoc,CA,EE. UU.,34.63892365,-120.4556961,9731
8289 Stony Thicket,Madera,CA,EE. UU.,36.97071075,-120.0588531,9734
5908 Shady Log Forest,Garden Grove,CA,EE. UU.,33.77386475,-118.0264511,9735
4377 Hazy Hollow,Antioch,CA,EE. UU.,38.00168991,-121.8279724,9736
3914 Crystal Barn Cove,Carlsbad,CA,EE. UU.,33.14736939,-117.3473358,9746
8352 Pleasant Rise Valley,Paramount,CA,EE. UU.,33.8893013,-118.1602936,9749
4609 High Townline,Oceanside,CA,EE. UU.,33.21295548,-117.2749176,9756
1378 Indian End,Escondido,CA,EE. UU.,33.10881043,-117.0759964,9757
9842 Foggy Range,Fontana,CA,EE. UU.,34.07454681,-117.4704208,9762
3142 Grand Beach,Tustin,CA,EE. UU.,33.72813416,-117.8139343,9773
7988 Foggy Village,Oceanside,CA,EE. UU.,34.01664734,-117.7035217,9775
494 Silent Hills Bank,Gilroy,CA,EE. UU.,37.01335144,-121.5785904,9777
7111 Indian Island Glade,Elk Grove,CA,EE. UU.,38.40907288,-121.4195862,9786
6378 Lost Zephyr Bend,La Mesa,CA,EE. UU.,33.9724083,-117.5827484,9788
9550 Heather Hickory Forest,Corona,CA,EE. UU.,33.8950882,-117.5264206,9791
9897 Sunny Via,Stockton,CA,EE. UU.,38.05592346,-121.1887054,9798
6134 Red End,Anaheim,CA,EE. UU.,33.81289673,-117.9363785,9799
1663 Hidden Brook Island,Napa,CA,EE. UU.,38.33678055,-122.2619247,9804
1010 Rustic Fox View,Azusa,CA,EE. UU.,34.13932037,-117.9074402,9818
1870 Crystal Blossom Towers,Modesto,CA,EE. UU.,37.61057663,-120.9726334,9820
1812 Sunny River Wharf,Union City,CA,EE. UU.,37.58989716,-122.018959,9827
1250 Quiet Deer Maze,Winnetka,CA,EE. UU.,34.2168045,-118.5710373,9829
7773 Cinder Timber Island,Modesto,CA,EE. UU.,37.68267441,-121.0301971,9837
1284 Burning Hickory Square,Highland,CA,EE. UU.,34.13591385,-117.2595673,9841
466 Stony Arbor,Antioch,CA,EE. UU.,38.00168991,-121.8279724,9853
1440 Fallen Private,Ventura,CA,EE. UU.,34.2532959,-119.2097778,9857
2841 Silent Deer Chase,San Ramon,CA,EE. UU.,37.76631546,-121.9703751,9859
6724 High Chase,Santa Ana,CA,EE. UU.,33.70288849,-117.9041977,9864
9203 Red Point,Moreno Valley,CA,EE. UU.,33.94717026,-117.253624,9870
7418 Tawny Rise Pathway,Campbell,CA,EE. UU.,38.31266785,-120.2777634,9879
7469 Misty Log Estates,Vacaville,CA,EE. UU.,38.34882355,-121.9724197,9882
1411 Umber View,Sun Valley,CA,EE. UU.,33.00048828,-117.242836,9886
9922 Misty Oak Inlet,Van Nuys,CA,EE. UU.,34.1971817,-118.4865265,9887
2783 Foggy Mews,Napa,CA,EE. UU.,38.3181572,-122.2831039,9888
6759 Clear Maze,Lake Forest,CA,EE. UU.,33.67146683,-117.6608505,9898
1440 Burning Bluff Park,Salinas,CA,EE. UU.,36.71306229,-121.657959,9899
5779 Quiet Brook Pines,Rowland Heights,CA,EE. UU.,34.00062561,-117.9077301,9901
4522 Silver Road,Long Beach,CA,EE. UU.,33.83962631,-118.190979,9904
8961 Red Deer Wood,South San Francisco,CA,EE. UU.,37.65774155,-122.4140701,9917
8265 Foggy Mountain Isle,Victorville,CA,EE. UU.,34.50935745,-117.3302917,9919
9875 Emerald Berry Grounds,Vallejo,CA,EE. UU.,38.10829163,-122.2123947,9925
3948 Shady Campus,Daly City,CA,EE. UU.,37.69598389,-122.4800415,9926
3702 Burning Passage,San Francisco,CA,EE. UU.,37.7617569,-122.4713516,9928
7717 Amber Woods,Fontana,CA,EE. UU.,34.09395981,-117.4498901,9929
4114 Round Way,Rancho Cordova,CA,EE. UU.,38.62895966,-121.2530594,9930
4712 Burning Pioneer Point,Daly City,CA,EE. UU.,37.69598389,-122.4800415,9931
5808 Grand Sky Field,Santa Ana,CA,EE. UU.,33.66559982,-117.8830566,9932
6286 Bright Anchor Green,Poway,CA,EE. UU.,32.95658493,-117.0461884,9938
7975 Hazy Mountain,Granada Hills,CA,EE. UU.,33.72776032,-117.809288,9941
2137 Rustic Dale Crest,Simi Valley,CA,EE. UU.,34.27391052,-118.7662125,9942
8231 Lost Cape,Salinas,CA,EE. UU.,36.68344116,-121.6128922,9949
4927 Dewy Farms,Bellflower,CA,EE. UU.,33.84784699,-118.1253738,9957
2024 Heather Village,Chino Hills,CA,EE. UU.,33.99795914,-117.7616272,9966
4715 Harvest Creek Mews,Canoga Park,CA,EE. UU.,34.15390396,-118.5961914,9971
2576 Old Path,Alhambra,CA,EE. UU.,34.09853745,-118.1519241,9973
593 Iron Mountain Trail,Upland,CA,EE. UU.,34.10403824,-117.6700363,9976
7471 Easy Edge,Stockton,CA,EE. UU.,37.98533249,-121.2976837,9980
4699 Quiet Mall,San Bernardino,CA,EE. UU.,34.17030335,-117.349678,9990
4849 Foggy Zephyr Cape,Vallejo,CA,EE. UU.,38.10829163,-122.2123947,9992
6135 Lazy Prairie Ridge,Riverside,CA,EE. UU.,34.02658844,-117.3722153,9999
5332 Heather Hills Isle,Vista,CA,EE. UU.,33.29120636,-117.268959,10005
9190 Dusty Limits,Oceanside,CA,EE. UU.,34.01664734,-117.7035217,10007
9005 Old Robin Plaza,Ontario,CA,EE. UU.,34.06832504,-117.6557541,10009
181 Velvet Highway,Hayward,CA,EE. UU.,37.63788986,-122.0765686,10015
9295 Emerald Downs,Encinitas,CA,EE. UU.,33.04647064,-117.2896729,10025
8478 Wishing Blossom Gate,Walnut,CA,EE. UU.,33.9973526,-117.8689117,10036
6940 Easy Brook Extension,Davis,CA,EE. UU.,38.54666138,-121.7412109,10037
2736 Blue Crest,Fontana,CA,EE. UU.,34.09395981,-117.4498901,10043
4472 Tawny Jetty,Elk Grove,CA,EE. UU.,38.41569519,-121.4185638,10047
6830 Red Pond Meadow,San Francisco,CA,EE. UU.,37.75743866,-122.4193726,10053
3796 Lost Hollow,Mission Viejo,CA,EE. UU.,33.62104797,-117.6759186,10064
8461 Wishing Mountain Walk,Daly City,CA,EE. UU.,37.69598389,-122.4800415,10068
1213 Cotton Pike,Temecula,CA,EE. UU.,33.48989487,-117.0557785,10069
1721 Jagged Embers Autoroute,Lynwood,CA,EE. UU.,33.92345047,-118.2031097,10070
8548 Sunny Ramp,Tustin,CA,EE. UU.,33.7309494,-117.8127518,10084
5103 Tawny Panda Dell,Oxnard,CA,EE. UU.,34.26187897,-119.148941,10090
3293 Quaking Gate Downs,West Covina,CA,EE. UU.,34.0700798,-117.9371948,10094
8548 Heather Gate,Pico Rivera,CA,EE. UU.,33.95527268,-118.091301,10096
9397 Little Goose Subdivision,Fullerton,CA,EE. UU.,33.86329651,-117.9716263,10105
9260 Honey Cider Glen,Riverside,CA,EE. UU.,34.02658844,-117.3722153,10107
9089 Round Willow Route,Garden Grove,CA,EE. UU.,33.77404404,-117.9734497,10112
1735 Green Moor,Long Beach,CA,EE. UU.,33.78879929,-118.1895142,10115
2897 Cozy Sky Farms,Santee,CA,EE. UU.,32.85623932,-116.975441,10117
5995 Shady Anchor Canyon,Walnut,CA,EE. UU.,34.35849762,-117.6262817,10118
11 Velvet Goose Court,Elk Grove,CA,EE. UU.,38.41569519,-121.4185638,10121
2299 Foggy Shadow Cape,Campbell,CA,EE. UU.,37.28808594,-121.9490814,10130
3931 Gentle Ramp,Salinas,CA,EE. UU.,36.82228851,-121.5697632,10150
1771 Broad Court,Norwalk,CA,EE. UU.,38.26477051,-122.0758209,10153
9725 Cotton Forest,El Cajon,CA,EE. UU.,32.79130173,-116.9535141,10156
2882 Quaking Place,Santa Ana,CA,EE. UU.,33.75128937,-117.8674774,10157
6179 Easy Swale,Pico Rivera,CA,EE. UU.,33.98581696,-118.0808716,10167
1440 Wishing Point,Oceanside,CA,EE. UU.,33.22548676,-117.3070679,10168
5480 Clear Branch Round,Union City,CA,EE. UU.,37.58462524,-122.0175552,10172
975 Green Canyon,Escondido,CA,EE. UU.,33.13356781,-117.053154,10180
3100 Velvet Fox Field,Reseda,CA,EE. UU.,34.12996292,-118.5529556,10181
5589 Cinder Berry Heights,Alameda,CA,EE. UU.,37.76644898,-122.2498398,10182
633 Blue Bear Edge,Montebello,CA,EE. UU.,34.03489304,-118.0805359,10185
2734 Golden Pine Lookout,Antioch,CA,EE. UU.,38.00168991,-121.8279724,10188
9138 Indian Nook,Escondido,CA,EE. UU.,33.21853256,-117.1401825,10196
6936 Jagged Corner,Hayward,CA,EE. UU.,37.63788986,-122.0765686,10199
2416 Lost Key,Azusa,CA,EE. UU.,34.13360977,-117.9058914,10201
3178 Fallen Robin Road,Chula Vista,CA,EE. UU.,32.64635468,-117.0613861,10203
6081 Burning Grounds,Pittsburg,CA,EE. UU.,38.02914047,-121.8859177,10204
2674 Quaking Wagon  Range,Tustin,CA,EE. UU.,33.77279663,-117.8358154,10207
6909 Umber Bluff Landing,Ontario,CA,EE. UU.,35.18671036,-120.7025223,10211
7790 Broad Pond Crossing,La Puente,CA,EE. UU.,34.02830887,-117.9406891,10218
3176 Round Gate,Bakersfield,CA,EE. UU.,35.4038887,-118.9455185,10220
5926 Blue Rabbit Wharf,Santa Ana,CA,EE. UU.,33.72488022,-117.903038,10224
3327 Pleasant Place,Corona,CA,EE. UU.,33.82506943,-117.5263596,10226
7004 Dewy Beacon Walk,San Bernardino,CA,EE. UU.,34.12992477,-117.2789154,10227
1056 Quiet Turnabout,Victorville,CA,EE. UU.,34.50935745,-117.3302917,10231
2578 High Lagoon Crescent,Daly City,CA,EE. UU.,37.69598389,-122.4800415,10236
153 Merry Loop,Chino,CA,EE. UU.,34.03118897,-117.6896515,10237
2306 Green Lane,Sunnyvale,CA,EE. UU.,37.38236237,-122.0837021,10238
7125 Silent Expressway,Citrus Heights,CA,EE. UU.,38.71068573,-121.2512665,10245
3133 Rocky Campus,Elk Grove,CA,EE. UU.,38.41569519,-121.4185638,10246
5443 Old Timber Expressway,Livermore,CA,EE. UU.,37.74565125,-121.7698593,10249
4720 Noble Hills Wynd,Ontario,CA,EE. UU.,34.07656479,-117.61409,10253
1102 Pleasant Maze,Garden Grove,CA,EE. UU.,33.76401901,-117.9137421,10255
3569 Red Dell,El Centro,CA,EE. UU.,32.79295349,-115.5588074,10263
5292 Cinder Elk Moor,Oakland,CA,EE. UU.,37.76807022,-122.2057037,10264
7383 Broad Parkway,Fremont,CA,EE. UU.,37.49027634,-121.9271088,10265
2199 Silver Autumn Key,Walnut,CA,EE. UU.,34.0141983,-117.8547363,10266
7106 Rustic Brook Byway,Fremont,CA,EE. UU.,37.49027634,-121.9271088,10276
4197 Lazy Diversion,Hayward,CA,EE. UU.,33.61837387,-117.1344681,10278
9612 Cozy Line,Fairfield,CA,EE. UU.,38.25131607,-122.0456543,10281
1491 Little Robin Way,Winnetka,CA,EE. UU.,34.20328903,-118.5709763,10284
3926 Stony Gardens,Simi Valley,CA,EE. UU.,34.27391052,-118.7662125,10285
9928 Grand Embers Isle,Fountain Valley,CA,EE. UU.,33.70921326,-117.9488144,10286
2863 Merry Circle,Ventura,CA,EE. UU.,34.2395134,-119.1972198,10289
2472 Noble Butterfly Dell,Rosemead,CA,EE. UU.,34.06577683,-118.0826416,10291
4088 Stony Vista,Escondido,CA,EE. UU.,33.3201561,-117.1563568,10293
1816 Sunny Apple Link,Milpitas,CA,EE. UU.,37.45611191,-121.9111481,10312
3253 Stony Trace,Sunnyvale,CA,EE. UU.,39.48962784,-119.8388672,10318
7262 Emerald Boulevard,Garden Grove,CA,EE. UU.,29.89192772,-97.95385742,10325
4502 Crystal Turnabout,Long Beach,CA,EE. UU.,37.38236237,-122.0837021,10329
4388 Burning Goose Ridge,Watsonville,CA,EE. UU.,37.01366043,-121.650322,10334
9391 Little Leaf Ramp,Van Nuys,CA,EE. UU.,34.24085999,-118.4502869,10335
5004 High Grove Lane,Hesperia,CA,EE. UU.,34.40641785,-117.3075333,10336
9437 Gentle Edge,Hayward,CA,EE. UU.,37.6694603,-122.1121979,10338
3487 Green Rise,Oxnard,CA,EE. UU.,34.18197632,-119.1677322,10343
6280 Cozy Embers Island,Placentia,CA,EE. UU.,33.8711319,-117.8721771,10354
7449 Merry Chase,Clovis,CA,EE. UU.,36.82690048,-119.6776962,10361
3493 Dewy Loop,San Francisco,CA,EE. UU.,37.75743866,-122.4193726,10369
3283 Gentle Lake Landing,Rowland Heights,CA,EE. UU.,33.99019623,-117.924057,10371
1393 Umber Sky Estates,South El Monte,CA,EE. UU.,34.04790878,-118.0644455,10373
547 Harvest Dale Ledge,Bakersfield,CA,EE. UU.,35.4038887,-118.9455185,10377
5319 Fallen Wagon  Pike,West Covina,CA,EE. UU.,34.06787491,-117.9273758,10382
7767 Hidden Place,Sacramento,CA,EE. UU.,38.49541855,-121.479187,10386
5393 Shady Passage,Encinitas,CA,EE. UU.,33.04647064,-117.2896729,10387
2205 Red Arbor,La Mirada,CA,EE. UU.,33.9031601,-117.9898758,10388
3408 Merry River Path,Laguna Hills,CA,EE. UU.,33.61217499,-117.7096787,10396
4174 Dewy Pioneer Court,Fremont,CA,EE. UU.,37.55712128,-121.9916382,10398
4396 Merry Lagoon Centre,San Pablo,CA,EE. UU.,37.96690369,-122.3031082,10399
6568 Gentle Landing,Palo Alto,CA,EE. UU.,34.13408661,-116.4070206,10412
3104 Thunder Grounds,Oxnard,CA,EE. UU.,34.2462616,-119.1743774,10423
403 Tawny Hills By-pass,La Habra,CA,EE. UU.,33.93916321,-117.9495544,10425
7855 Golden Lake Limits,Elk Grove,CA,EE. UU.,38.41569519,-121.4185638,10431
5485 Tawny Crescent,Vacaville,CA,EE. UU.,38.34882355,-121.9724197,10438
5865 Fallen Bank,Diamond Bar,CA,EE. UU.,34.03822327,-117.8104706,10444
8093 Sleepy Robin Drive,Alameda,CA,EE. UU.,37.76644898,-122.2498398,10448
3874 Cotton Heath,Garden Grove,CA,EE. UU.,33.77445602,-117.8943863,10451
6450 Sleepy Island Path,Napa,CA,EE. UU.,38.30201721,-122.1991196,10461
1440 Fallen Private,Costa Mesa,CA,EE. UU.,33.63584137,-117.9041443,10463
3142 Jagged Wynd,Paramount,CA,EE. UU.,33.90161896,-118.1453934,10465
8767 Silent Range,Escondido,CA,EE. UU.,33.13901901,-117.0928192,10466
9296 Hazy Goose Bend,Long Beach,CA,EE. UU.,33.88067246,-118.2067871,10480
4062 Rocky Fox Limits,Azusa,CA,EE. UU.,34.13360977,-117.9058914,10485
4173 Quiet Common,Rosemead,CA,EE. UU.,34.08244705,-118.0733643,10486
8370 Gentle Branch Subdivision,Ventura,CA,EE. UU.,34.17469406,-118.8528976,10491
5888 Burning Embers Farms,San Francisco,CA,EE. UU.,37.79001999,-122.4195938,10495
7027 High Passage,San Francisco,CA,EE. UU.,37.74835968,-122.4434967,10505
5767 High Carrefour,La Mirada,CA,EE. UU.,34.09380341,-118.3155136,10507
2553 Bright Way,Modesto,CA,EE. UU.,37.61849976,-121.0116348,10517
3814 Cinder Route,Gardena,CA,EE. UU.,33.88162994,-118.2899094,10518
1247 Tawny Berry Court,Clovis,CA,EE. UU.,36.81530762,-119.7002182,10521
3737 Foggy Plaza,Mission Viejo,CA,EE. UU.,33.62104797,-117.6759186,10522
6876 Grand Park,Goleta,CA,EE. UU.,34.41292954,-119.8607178,10524
9337 Rustic Inlet,North Hollywood,CA,EE. UU.,34.16981888,-118.3789902,10530
5332 Iron Deer Loop,San Francisco,CA,EE. UU.,37.79001999,-122.4195938,10533
4554 Silver Bank,Fresno,CA,EE. UU.,36.82696152,-119.8748627,10542
9216 Easy Zephyr Farm,Fullerton,CA,EE. UU.,33.86329651,-117.9716263,10546
3465 Little Anchor Place,Cypress,CA,EE. UU.,35.57210541,-120.9117966,10548
2704 Colonial Barn Nook,Sunnyvale,CA,EE. UU.,37.36213684,-122.0434723,10550
779 Velvet Blossom Key,Rosemead,CA,EE. UU.,34.06577683,-118.0826416,10835
3043 Lost Cider Avenue,Bakersfield,CA,EE. UU.,35.4038887,-118.9455185,10836
3236 Grand Carrefour,Long Beach,CA,EE. UU.,33.79627991,-118.1914597,10837
3856 Grand Fox Road,Cerritos,CA,EE. UU.,33.82807922,-118.1775513,10838
4316 Hidden Concession,Riverside,CA,EE. UU.,33.97056961,-117.3816528,10839
4480 Hidden Rabbit Link,Oceanside,CA,EE. UU.,33.21175385,-117.2767715,10840
6721 Golden Line,Moreno Valley,CA,EE. UU.,33.94717026,-117.253624,10842
2717 Fallen Corner,Fontana,CA,EE. UU.,34.09395981,-117.4498901,10843
6063 Golden Point,Buena Park,CA,EE. UU.,33.83950424,-118.011467,10845
2585 Dewy Panda Centre,Oceanside,CA,EE. UU.,33.22548676,-117.3070679,10846
7678 Green Range,Santa Ana,CA,EE. UU.,33.75128937,-117.8674774,10847
4047 Cozy Falls,Oceanside,CA,EE. UU.,33.2044487,-117.2939682,10849
9130 Emerald Plaza,Buena Park,CA,EE. UU.,33.83950424,-118.011467,10850
5477 Thunder Campus,Riverside,CA,EE. UU.,33.94857025,-117.4247208,10851
3939 Noble Fox Parade,West Covina,CA,EE. UU.,34.06864929,-117.9379044,10852
4320 Iron Highlands,Fresno,CA,EE. UU.,36.79612351,-119.7811584,10853
1297 Thunder Beach,Modesto,CA,EE. UU.,37.67465973,-120.9430389,10855
2830 Velvet Pathway,Diamond Bar,CA,EE. UU.,33.97376633,-117.8378296,10858
7601 Pleasant Barn Run,Temecula,CA,EE. UU.,33.50244904,-117.1325531,10859
1983 Quiet Beach,La Mirada,CA,EE. UU.,33.9031601,-117.9898758,10860
6639 Clear Fawn Grounds,Escondido,CA,EE. UU.,33.32217026,-117.15728,10861
5579 Quiet Nectar Circuit,Long Beach,CA,EE. UU.,33.8571434,-118.19767,10862
3927 Rustic Mews,Hanford,CA,EE. UU.,36.33087921,-119.6439438,10863
4569 Jagged Mall,Compton,CA,EE. UU.,33.89622116,-118.192482,10864
9174 Umber Zephyr Run,El Centro,CA,EE. UU.,32.79295349,-115.5588074,10865
68 Colonial Rabbit Thicket,Hollister,CA,EE. UU.,36.9788475,-121.3809204,10866
6091 Harvest Bluff View,Anaheim,CA,EE. UU.,33.84204102,-117.9182358,10867
1322 Cinder Hollow,Colton,CA,EE. UU.,34.07820511,-117.3079071,10868
3245 Old Shadow Avenue,Stockton,CA,EE. UU.,37.93066025,-121.2998657,10869
1585 Jagged Fawn Heights,Stockton,CA,EE. UU.,37.93386459,-121.3086853,10871
3847 Silver Route,San Pablo,CA,EE. UU.,37.96508408,-122.3138504,10872
1120 Clear Crossing,Chino Hills,CA,EE. UU.,34.0086174,-117.7501831,10873
7697 Easy Butterfly Centre,Chino,CA,EE. UU.,34.012043,-117.6371536,10874
3866 Cotton Quail Circuit,El Monte,CA,EE. UU.,34.07189179,-118.0138855,10875
9780 Misty Pike,Garden Grove,CA,EE. UU.,33.77395248,-117.9618988,10876
3869 Colonial Robin Cape,Santa Ana,CA,EE. UU.,33.66559982,-117.8830566,10877
3909 High Stead,Bell Gardens,CA,EE. UU.,33.97544098,-118.1966934,10878
3891 Hidden Farms,Lancaster,CA,EE. UU.,34.81822968,-118.5527115,10879
2734 Hazy Butterfly Circle,Martinez,CA,EE. UU.,38.00925446,-122.1187134,10880
3663 Umber Cloud Arbor,Cupertino,CA,EE. UU.,37.32278061,-122.062912,10881
6122 Blue Quail Thicket,Tulare,CA,EE. UU.,36.20911789,-119.3270798,10882
8874 Harvest Hills Grove,Oxnard,CA,EE. UU.,34.15459442,-119.1787262,10883
9699 Honey Rise,Bellflower,CA,EE. UU.,33.90942383,-118.1253586,10884
889 Blue Ridge,Escondido,CA,EE. UU.,33.13012314,-117.0898895,10885
1174 Merry Zephyr Impasse,Riverside,CA,EE. UU.,34.37875748,-118.9261627,10886
7802 Gentle Creek Square,Mission Viejo,CA,EE. UU.,33.62104797,-117.6759186,10887
3282 Indian Hollow,San Marcos,CA,EE. UU.,33.14486313,-117.1681213,10888
1268 Colonial Stead,Palmdale,CA,EE. UU.,34.57956314,-118.1057816,10890
6292 Hidden Treasure Thicket,Pacoima,CA,EE. UU.,34.47901917,-117.3552856,10891
432 Rocky Link,Davis,CA,EE. UU.,38.54666138,-121.7412109,10892
6602 Lazy Point,San Bernardino,CA,EE. UU.,34.12992477,-117.2789154,10893
2416 Lost Key,Fresno,CA,EE. UU.,36.73889542,-119.7879028,10894
1066 Stony Bay,Porterville,CA,EE. UU.,36.06955338,-119.0176849,10895
398 Pleasant Mountain,Sacramento,CA,EE. UU.,38.50247574,-121.4231873,10896
6772 Broad Fawn Park,Escondido,CA,EE. UU.,34.37369919,-117.3726273,10897
2425 Rocky Highlands,Bakersfield,CA,EE. UU.,35.37042999,-119.0426254,10898
1987 Blue Crossing,Gardena,CA,EE. UU.,33.88199616,-118.3131256,10900
4571 Rustic Highlands,Carmichael,CA,EE. UU.,38.63631058,-121.3210526,10901
1320 Silver Embers Villas,Ontario,CA,EE. UU.,34.08068848,-117.6271591,10902
